"ano","categoria","atribuicao","comentario","venceu"
"1955 (28th)","Best Picture","Picnic","Fred Kohlmar, Producer","NO"
"1955 (28th)","Best Picture","The Rose Tattoo","Hal B. Wallis, Producer","NO"
"1955 (28th)","Honorary Award","To Samurai, The Legend of Musashi - Best Foreign Language Film first released in the United States during 1955.","","YES"
"1954 (27th)","Actor -- Leading Role","Humphrey Bogart","The Caine Mutiny {'Captain Queeg'}","NO"
"1954 (27th)","Actor -- Leading Role","Marlon Brando","On the Waterfront {'Terry Malloy'}","YES"
"1954 (27th)","Actor -- Leading Role","Bing Crosby","The Country Girl {'Frank Elgin'}","NO"
"1954 (27th)","Actor -- Leading Role","James Mason","A Star Is Born {'Norman Maine/Alfred Hinkel'}","NO"
"1954 (27th)","Actor -- Leading Role","Dan O'Herlihy","Adventures of Robinson Crusoe {'Robinson Crusoe'}","NO"
"1954 (27th)","Actor -- Supporting Role","Lee J. Cobb","On the Waterfront {'Johnny Friendly'}","NO"
"1954 (27th)","Actor -- Supporting Role","Karl Malden","On the Waterfront {'Father Barry'}","NO"
"1954 (27th)","Actor -- Supporting Role","Edmond O'Brien","The Barefoot Contessa {'Oscar Muldoon'}","YES"
"1954 (27th)","Actor -- Supporting Role","Rod Steiger","On the Waterfront {'Charles Malloy'}","NO"
"1954 (27th)","Actor -- Supporting Role","Tom Tully","The Caine Mutiny {'Captain DeVriess'}","NO"
"1954 (27th)","Actress -- Leading Role","Dorothy Dandridge","Carmen Jones {'Carmen Jones'}","NO"
"1954 (27th)","Actress -- Leading Role","Judy Garland","A Star Is Born {'Esther Blodgett/Vicki Lester'}","NO"
"1954 (27th)","Actress -- Leading Role","Audrey Hepburn","Sabrina {'Sabrina Fairchild'}","NO"
"1954 (27th)","Actress -- Leading Role","Grace Kelly","The Country Girl {'Georgie Elgin'}","YES"
"1954 (27th)","Actress -- Leading Role","Jane Wyman","Magnificent Obsession {'Helen Phillips'}","NO"
"1954 (27th)","Actress -- Supporting Role","Nina Foch","Executive Suite {'Erica Martin'}","NO"
"1954 (27th)","Actress -- Supporting Role","Katy Jurado","Broken Lance {'Senora Devereaux'}","NO"
"1954 (27th)","Actress -- Supporting Role","Eva Marie Saint","On the Waterfront {'Edie Doyle'}","YES"
"1954 (27th)","Actress -- Supporting Role","Jan Sterling","The High and the Mighty {'Sally McKee'}","NO"
"1954 (27th)","Actress -- Supporting Role","Claire Trevor","The High and the Mighty {'Mary Holst'}","NO"
"1954 (27th)","Cinematography","The Country Girl","John F. Warren","NO"
"1954 (27th)","Cinematography","Executive Suite","George Folsey","NO"
"1954 (27th)","Cinematography","On the Waterfront","Boris Kaufman","YES"
"1954 (27th)","Cinematography","Rogue Cop","John Seitz","NO"
"1954 (27th)","Cinematography","Sabrina","Charles Lang, Jr.","NO"
"1954 (27th)","Cinematography","The Egyptian","Leon Shamroy","NO"
"1954 (27th)","Cinematography","Rear Window","Robert Burks","NO"
"1954 (27th)","Cinematography","Seven Brides for Seven Brothers","George Folsey","NO"
"1954 (27th)","Cinematography","The Silver Chalice","William V. Skall","NO"
"1954 (27th)","Cinematography","Three Coins in the Fountain","Milton Krasner","YES"
"1954 (27th)","Directing","The Country Girl","George Seaton","NO"
"1954 (27th)","Directing","The High and the Mighty","William Wellman","NO"
"1954 (27th)","Directing","On the Waterfront","Elia Kazan","YES"
"1954 (27th)","Directing","Rear Window","Alfred Hitchcock","NO"
"1954 (27th)","Directing","Sabrina","Billy Wilder","NO"
"1954 (27th)","Foreign Language Film","To Gate of Hell - Best Foreign Language Film first released in the United States during 1954.","","YES"
"1954 (27th)","Music (Scoring)","The Caine Mutiny","Max Steiner","NO"
"1954 (27th)","Music (Scoring)","Genevieve","Larry Adler","NO"
"1954 (27th)","Music (Scoring)","The High and the Mighty","Dimitri Tiomkin","YES"
"1954 (27th)","Music (Scoring)","On the Waterfront","Leonard Bernstein","NO"
"1954 (27th)","Music (Scoring)","The Silver Chalice","Franz Waxman","NO"
"1954 (27th)","Music (Scoring)","Carmen Jones","Herschel Burke Gilbert","NO"
"1954 (27th)","Music (Scoring)","The Glenn Miller Story","Joseph Gershenson, Henry Mancini","NO"
"1954 (27th)","Music (Scoring)","Seven Brides for Seven Brothers","Adolph Deutsch, Saul Chaplin","YES"
"1954 (27th)","Music (Scoring)","A Star Is Born","Ray Heindorf","NO"
"1954 (27th)","Music (Scoring)","There's No Business Like Show Business","Alfred Newman, Lionel Newman","NO"
"1954 (27th)","Music (Song)","White Christmas","Music and Lyrics by Irving Berlin","NO"
"1954 (27th)","Music (Song)","The High and the Mighty","Music by Dimitri Tiomkin; Lyrics by Ned Washington","NO"
"1954 (27th)","Music (Song)","Susan Slept Here","Music and Lyrics by Jack Lawrence and Richard Myers","NO"
"1954 (27th)","Music (Song)","A Star Is Born","Music by Harold Arlen; Lyrics by Ira Gershwin","NO"
"1954 (27th)","Music (Song)","Three Coins in the Fountain","Music by Jule Styne; Lyrics by Sammy Cahn","YES"
"1954 (27th)","Best Picture","The Caine Mutiny","Stanley Kramer, Producer","NO"
"1954 (27th)","Best Picture","The Country Girl","William Perlberg, Producer","NO"
"1954 (27th)","Best Picture","On the Waterfront","Sam Spiegel, Producer","YES"
"1954 (27th)","Best Picture","Seven Brides for Seven Brothers","Jack Cummings, Producer","NO"
"1954 (27th)","Best Picture","Three Coins in the Fountain","Sol C. Siegel, Producer","NO"
"1954 (27th)","Honorary Award","To Gate of Hell - Best Foreign Language Film first released in the United States during 1954.","","YES"
"1954 (27th)","Honorary Award","To Bausch & Lomb Optical Company","","YES"
"1954 (27th)","Honorary Award","To Kemp R. Niver","","YES"
"1954 (27th)","Honorary Award","To Greta Garbo","","YES"
"1954 (27th)","Honorary Award","To Danny Kaye","","YES"
"1954 (27th)","Honorary Award","To Jon Whiteley","","YES"
"1954 (27th)","Honorary Award","To Vincent Winter","","YES"
"1953 (26th)","Actor -- Leading Role","Marlon Brando","Julius Caesar {'Marc Antony'}","NO"
"1953 (26th)","Actor -- Leading Role","Richard Burton","The Robe {'Marcellus Gallio'}","NO"
"1953 (26th)","Actor -- Leading Role","Montgomery Clift","From Here to Eternity {'Robert E. Lee Prewitt'}","NO"
"1953 (26th)","Actor -- Leading Role","William Holden","Stalag 17 {'Sefton'}","YES"
"1953 (26th)","Actor -- Leading Role","Burt Lancaster","From Here to Eternity {'Sgt. Milton Warden'}","NO"
"1953 (26th)","Actor -- Supporting Role","Eddie Albert","Roman Holiday {'Irving Radovich'}","NO"
"1953 (26th)","Actor -- Supporting Role","Brandon De Wilde","Shane {'Joey Starrett'}","NO"
"1953 (26th)","Actor -- Supporting Role","Jack Palance","Shane {'Wilson'}","NO"
"1953 (26th)","Actor -- Supporting Role","Frank Sinatra","From Here to Eternity {'Angelo Maggio'}","YES"
"1953 (26th)","Actor -- Supporting Role","Robert Strauss","Stalag 17 {'Stosh/'Animal''}","NO"
"1953 (26th)","Actress -- Leading Role","Leslie Caron","Lili {'Lili Daurier'}","NO"
"1953 (26th)","Actress -- Leading Role","Ava Gardner","Mogambo {'Eloise 'Honey Bear' Kelly'}","NO"
"1953 (26th)","Actress -- Leading Role","Audrey Hepburn","Roman Holiday {'Princess Anne'}","YES"
"1953 (26th)","Actress -- Leading Role","Deborah Kerr","From Here to Eternity {'Karen Holmes'}","NO"
"1953 (26th)","Actress -- Leading Role","Maggie McNamara","The Moon Is Blue {'Patty O'Neill'}","NO"
"1953 (26th)","Actress -- Supporting Role","Grace Kelly","Mogambo {'Linda Nordley'}","NO"
"1953 (26th)","Actress -- Supporting Role","Geraldine Page","Hondo {'Angie Lowe'}","NO"
"1953 (26th)","Actress -- Supporting Role","Marjorie Rambeau","Torch Song {'Mrs. Stewart'}","NO"
"1953 (26th)","Actress -- Supporting Role","Donna Reed","From Here to Eternity {'Lorene/Alma'}","YES"
"1953 (26th)","Actress -- Supporting Role","Thelma Ritter","Pickup on South Street {'Moe'}","NO"
"1953 (26th)","Cinematography","The Four Poster","Hal Mohr","NO"
"1953 (26th)","Cinematography","From Here to Eternity","Burnett Guffey","YES"
"1953 (26th)","Cinematography","Julius Caesar","Joseph Ruttenberg","NO"
"1953 (26th)","Cinematography","Martin Luther","Joseph C. Brun","NO"
"1953 (26th)","Cinematography","Roman Holiday","Frank Planer, Henri Alekan","NO"
"1953 (26th)","Cinematography","All the Brothers Were Valiant","George Folsey","NO"
"1953 (26th)","Cinematography","Beneath the 12-Mile Reef","Edward Cronjager","NO"
"1953 (26th)","Cinematography","Lili","Robert Planck","NO"
"1953 (26th)","Cinematography","The Robe","Leon Shamroy","NO"
"1953 (26th)","Cinematography","Shane","Loyal Griggs","YES"
"1953 (26th)","Directing","From Here to Eternity","Fred Zinnemann","YES"
"1953 (26th)","Directing","Lili","Charles Walters","NO"
"1953 (26th)","Directing","Roman Holiday","William Wyler","NO"
"1953 (26th)","Directing","Shane","George Stevens","NO"
"1953 (26th)","Directing","Stalag 17","Billy Wilder","NO"
"1953 (26th)","Music (Scoring)","Above and Beyond","Hugo Friedhofer","NO"
"1953 (26th)","Music (Scoring)","From Here to Eternity","Morris Stoloff, George Duning","NO"
"1953 (26th)","Music (Scoring)","Julius Caesar","Miklos Rozsa","NO"
"1953 (26th)","Music (Scoring)","Lili","Bronislau Kaper","YES"
"1953 (26th)","Music (Scoring)","This Is Cinerama","Louis Forbes","NO"
"1953 (26th)","Music (Scoring)","The Band Wagon","Adolph Deutsch","NO"
"1953 (26th)","Music (Scoring)","Calamity Jane","Ray Heindorf","NO"
"1953 (26th)","Music (Scoring)","Call Me Madam","Alfred Newman","YES"
"1953 (26th)","Music (Scoring)","The 5,000 Fingers of Dr. T","Frederick Hollander, Morris Stoloff","NO"
"1953 (26th)","Music (Scoring)","Kiss Me Kate","Andre Previn, Saul Chaplin","NO"
"1953 (26th)","Music (Song)","The Moon Is Blue","Music by Herschel Burke Gilbert; Lyrics by Sylvia Fine","NO"
"1953 (26th)","Music (Song)","Small Town Girl","Music by Nicholas Brodszky; Lyrics by Leo Robin","NO"
"1953 (26th)","Music (Song)","Miss Sadie Thompson","Music by Lester Lee; Lyrics by Ned Washington","NO"
"1953 (26th)","Music (Song)","Calamity Jane","Music by Sammy Fain; Lyrics by Paul Francis Webster","YES"
"1953 (26th)","Music (Song)","The Caddy","Music by Harry Warren; Lyrics by Jack Brooks","NO"
"1953 (26th)","Best Picture","From Here to Eternity","Buddy Adler, Producer","YES"
"1953 (26th)","Best Picture","Julius Caesar","John Houseman, Producer","NO"
"1953 (26th)","Best Picture","The Robe","Frank Ross, Producer","NO"
"1953 (26th)","Best Picture","Roman Holiday","William Wyler, Producer","NO"
"1953 (26th)","Best Picture","Shane","George Stevens, Producer","NO"
"1953 (26th)","Honorary Award","To Pete Smith","","YES"
"1953 (26th)","Honorary Award","To 20th Century-Fox Film Corporation","","YES"
"1953 (26th)","Honorary Award","To Joseph I. Breen","","YES"
"1953 (26th)","Honorary Award","To Bell and Howell Company","","YES"
"1952 (25th)","Actor -- Leading Role","Marlon Brando","Viva Zapata! {'Emiliano Zapata'}","NO"
"1952 (25th)","Actor -- Leading Role","Gary Cooper","High Noon {'Will Kane'}","YES"
"1952 (25th)","Actor -- Leading Role","Kirk Douglas","The Bad and the Beautiful {'Jonathan Shields'}","NO"
"1952 (25th)","Actor -- Leading Role","José Ferrer","Moulin Rouge {'Toulouse-Lautrec'}","NO"
"1952 (25th)","Actor -- Leading Role","Alec Guinness","The Lavender Hill Mob {'Holland'}","NO"
"1952 (25th)","Actor -- Supporting Role","Richard Burton","My Cousin Rachel {'Philip Ashley'}","NO"
"1952 (25th)","Actor -- Supporting Role","Arthur Hunnicutt","The Big Sky {'Zeb Callaway'}","NO"
"1952 (25th)","Actor -- Supporting Role","Victor McLaglen","The Quiet Man {'Red Will Danaher'}","NO"
"1952 (25th)","Actor -- Supporting Role","Jack Palance","Sudden Fear {'Lester Blaine'}","NO"
"1952 (25th)","Actor -- Supporting Role","Anthony Quinn","Viva Zapata! {'Eufemio Zapata'}","YES"
"1952 (25th)","Actress -- Leading Role","Shirley Booth","Come Back, Little Sheba {'Lola Delaney'}","YES"
"1952 (25th)","Actress -- Leading Role","Joan Crawford","Sudden Fear {'Myra Hudson'}","NO"
"1952 (25th)","Actress -- Leading Role","Bette Davis","The Star {'Margaret Elliot'}","NO"
"1952 (25th)","Actress -- Leading Role","Julie Harris","The Member of the Wedding {'Frankie Addams'}","NO"
"1952 (25th)","Actress -- Leading Role","Susan Hayward","With a Song in My Heart {'Jane Froman'}","NO"
"1952 (25th)","Actress -- Supporting Role","Gloria Grahame","The Bad and the Beautiful {'Rosemary Bartlow'}","YES"
"1952 (25th)","Actress -- Supporting Role","Jean Hagen","Singin' in the Rain {'Lina Lamont'}","NO"
"1952 (25th)","Actress -- Supporting Role","Colette Marchand","Moulin Rouge {'Marie Charlet'}","NO"
"1952 (25th)","Actress -- Supporting Role","Terry Moore","Come Back, Little Sheba {'Marie Loring'}","NO"
"1952 (25th)","Actress -- Supporting Role","Thelma Ritter","With a Song in My Heart {'Clancy'}","NO"
"1952 (25th)","Cinematography","The Bad and the Beautiful","Robert Surtees","YES"
"1952 (25th)","Cinematography","The Big Sky","Russell Harlan","NO"
"1952 (25th)","Cinematography","My Cousin Rachel","Joseph LaShelle","NO"
"1952 (25th)","Cinematography","Navajo","Virgil E. Miller","NO"
"1952 (25th)","Cinematography","Sudden Fear","Charles B. Lang, Jr.","NO"
"1952 (25th)","Cinematography","Hans Christian Andersen","Harry Stradling","NO"
"1952 (25th)","Cinematography","Ivanhoe","F. A. Young","NO"
"1952 (25th)","Cinematography","Million Dollar Mermaid","George J. Folsey","NO"
"1952 (25th)","Cinematography","The Quiet Man","Winton C. Hoch, Archie Stout","YES"
"1952 (25th)","Cinematography","The Snows of Kilimanjaro","Leon Shamroy","NO"
"1952 (25th)","Directing","Five Fingers","Joseph L. Mankiewicz","NO"
"1952 (25th)","Directing","The Greatest Show on Earth","Cecil B. DeMille","NO"
"1952 (25th)","Directing","High Noon","Fred Zinnemann","NO"
"1952 (25th)","Directing","Moulin Rouge","John Huston","NO"
"1952 (25th)","Directing","The Quiet Man","John Ford","YES"
"1952 (25th)","Foreign Language Film","Forbidden Games","","YES"
"1952 (25th)","Music (Scoring)","High Noon","Dimitri Tiomkin","YES"
"1952 (25th)","Music (Scoring)","Ivanhoe","Miklos Rozsa","NO"
"1952 (25th)","Music (Scoring)","Miracle of Fatima","Max Steiner","NO"
"1952 (25th)","Music (Scoring)","The Thief","Herschel Burke Gilbert","NO"
"1952 (25th)","Music (Scoring)","Viva Zapata!","Alex North","NO"
"1952 (25th)","Music (Scoring)","Hans Christian Andersen","Walter Scharf","NO"
"1952 (25th)","Music (Scoring)","The Jazz Singer","Ray Heindorf, Max Steiner","NO"
"1952 (25th)","Music (Scoring)","The Medium","Gian-Carlo Menotti","NO"
"1952 (25th)","Music (Scoring)","Singin' in the Rain","Lennie Hayton","NO"
"1952 (25th)","Music (Scoring)","With a Song in My Heart","Alfred Newman","YES"
"1952 (25th)","Music (Song)","Son of Paleface","Music and Lyrics by Jack Brooks","NO"
"1952 (25th)","Music (Song)","Because You're Mine","Music by Nicholas Brodszky; Lyrics by Sammy Cahn","NO"
"1952 (25th)","Music (Song)","High Noon","Music by Dimitri Tiomkin; Lyrics by Ned Washington","YES"
"1952 (25th)","Music (Song)","Hans Christian Andersen","Music and Lyrics by Frank Loesser","NO"
"1952 (25th)","Music (Song)","Just for You","Music by Harry Warren; Lyrics by Leo Robin","NO"
"1952 (25th)","Best Picture","The Greatest Show on Earth","Cecil B. DeMille, Producer","YES"
"1952 (25th)","Best Picture","High Noon","Stanley Kramer, Producer","NO"
"1952 (25th)","Best Picture","Ivanhoe","Pandro S. Berman, Producer","NO"
"1952 (25th)","Best Picture","Moulin Rouge","Romulus Films","NO"
"1952 (25th)","Best Picture","The Quiet Man","John Ford and Merian C. Cooper, Producers","NO"
"1952 (25th)","Honorary Award","Forbidden Games","","YES"
"1952 (25th)","Honorary Award","To George Alfred Mitchell","","YES"
"1952 (25th)","Honorary Award","To Joseph M. Schenck","","YES"
"1952 (25th)","Honorary Award","To Merian C. Cooper","","YES"
"1952 (25th)","Honorary Award","To Harold Lloyd","","YES"
"1952 (25th)","Honorary Award","To Bob Hope","","YES"
"1951 (24th)","Actor -- Leading Role","Humphrey Bogart","The African Queen {'Charlie Allnut'}","YES"
"1951 (24th)","Actor -- Leading Role","Marlon Brando","A Streetcar Named Desire {'Stanley Kowalski'}","NO"
"1951 (24th)","Actor -- Leading Role","Montgomery Clift","A Place in the Sun {'George Eastman'}","NO"
"1951 (24th)","Actor -- Leading Role","Arthur Kennedy","Bright Victory {'Larry Levins'}","NO"
"1951 (24th)","Actor -- Leading Role","Fredric March","Death of a Salesman {'Willy Loman'}","NO"
"1951 (24th)","Actor -- Supporting Role","Leo Genn","Quo Vadis {'Petronius'}","NO"
"1951 (24th)","Actor -- Supporting Role","Kevin McCarthy","Death of a Salesman {'Biff Loman'}","NO"
"1951 (24th)","Actor -- Supporting Role","Karl Malden","A Streetcar Named Desire {'Mitch'}","YES"
"1951 (24th)","Actor -- Supporting Role","Peter Ustinov","Quo Vadis {'Nero'}","NO"
"1951 (24th)","Actor -- Supporting Role","Gig Young","Come Fill the Cup {'Boyd Copeland'}","NO"
"1951 (24th)","Actress -- Leading Role","Katharine Hepburn","The African Queen {'Rose Sayer'}","NO"
"1951 (24th)","Actress -- Leading Role","Vivien Leigh","A Streetcar Named Desire {'Blanche DuBois'}","YES"
"1951 (24th)","Actress -- Leading Role","Eleanor Parker","Detective Story {'Mary McLeod'}","NO"
"1951 (24th)","Actress -- Leading Role","Shelley Winters","A Place in the Sun {'Alice Tripp'}","NO"
"1951 (24th)","Actress -- Leading Role","Jane Wyman","The Blue Veil {'Louise Mason'}","NO"
"1951 (24th)","Actress -- Supporting Role","Joan Blondell","The Blue Veil {'Annie Rawlins'}","NO"
"1951 (24th)","Actress -- Supporting Role","Mildred Dunnock","Death of a Salesman {'Linda Loman'}","NO"
"1951 (24th)","Actress -- Supporting Role","Lee Grant","Detective Story {'A Shoplifter'}","NO"
"1951 (24th)","Actress -- Supporting Role","Kim Hunter","A Streetcar Named Desire {'Stella Kowalski'}","YES"
"1951 (24th)","Actress -- Supporting Role","Thelma Ritter","The Mating Season {'Ellen McNulty'}","NO"
"1951 (24th)","Cinematography","Death of a Salesman","Frank Planer","NO"
"1951 (24th)","Cinematography","The Frogmen","Norbert Brodine","NO"
"1951 (24th)","Cinematography","A Place in the Sun","William C. Mellor","YES"
"1951 (24th)","Cinematography","Strangers on a Train","Robert Burks","NO"
"1951 (24th)","Cinematography","A Streetcar Named Desire","Harry Stradling","NO"
"1951 (24th)","Cinematography","An American in Paris","Alfred Gilks; Ballet Photography by John Alton","YES"
"1951 (24th)","Cinematography","David and Bathsheba","Leon Shamroy","NO"
"1951 (24th)","Cinematography","Quo Vadis","Robert Surtees, William V. Skall","NO"
"1951 (24th)","Cinematography","Show Boat","Charles Rosher","NO"
"1951 (24th)","Cinematography","When Worlds Collide","John F. Seitz, W. Howard Greene","NO"
"1951 (24th)","Directing","The African Queen","John Huston","NO"
"1951 (24th)","Directing","An American in Paris","Vincente Minnelli","NO"
"1951 (24th)","Directing","Detective Story","William Wyler","NO"
